;time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Wind_Turbine_GEN_MagnitudeControlledByAVRPu;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_ActivePowerSetpointPu;Wind_Turbine_GEN_ReactivePowerSetpointPu;Wind_Turbine_GEN_AVRSetpointPu
38;4.915e-02;1.051e+00;7.617e-01;6.291e-04;7.251e-01;5.989e-04;1.051e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
39;5.117e-02;1.051e+00;7.607e-01;7.441e-04;7.241e-01;7.083e-04;1.051e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
40;5.117e-02;1.051e+00;7.607e-01;7.441e-04;7.241e-01;7.083e-04;1.051e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
41;5.117e-02;1.051e+00;7.607e-01;7.441e-04;7.241e-01;7.083e-04;1.051e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
42;5.118e-02;1.051e+00;7.607e-01;7.449e-04;7.241e-01;7.091e-04;1.051e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
43;5.118e-02;1.051e+00;7.607e-01;7.449e-04;7.241e-01;7.091e-04;1.051e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
44;5.118e-02;1.051e+00;7.607e-01;7.447e-04;7.241e-01;7.089e-04;1.051e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
45;5.119e-02;1.051e+00;7.607e-01;7.451e-04;7.241e-01;7.092e-04;1.051e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
46;5.121e-02;1.051e+00;7.607e-01;7.467e-04;7.241e-01;7.107e-04;1.051e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
47;5.124e-02;1.051e+00;7.607e-01;7.471e-04;7.241e-01;7.111e-04;1.051e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
48;5.130e-02;1.051e+00;7.607e-01;7.509e-04;7.240e-01;7.147e-04;1.051e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
49;5.143e-02;1.051e+00;7.606e-01;7.576e-04;7.240e-01;7.211e-04;1.051e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
50;5.169e-02;1.051e+00;7.605e-01;7.692e-04;7.239e-01;7.321e-04;1.051e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
51;5.220e-02;1.051e+00;7.603e-01;7.913e-04;7.236e-01;7.531e-04;1.051e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
52;5.322e-02;1.051e+00;7.599e-01;8.301e-04;7.232e-01;7.900e-04;1.051e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
53;5.527e-02;1.051e+00;7.590e-01;8.853e-04;7.223e-01;8.425e-04;1.051e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
54;5.732e-02;1.051e+00;7.583e-01;9.101e-04;7.216e-01;8.661e-04;1.051e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
55;5.937e-02;1.051e+00;7.575e-01;9.045e-04;7.208e-01;8.606e-04;1.051e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
56;6.141e-02;1.051e+00;7.569e-01;8.589e-04;7.202e-01;8.172e-04;1.051e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
57;6.312e-02;1.051e+00;7.564e-01;8.035e-04;7.197e-01;7.645e-04;1.051e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
58;6.466e-02;1.051e+00;7.560e-01;7.446e-04;7.193e-01;7.085e-04;1.051e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
59;6.605e-02;1.051e+00;7.556e-01;6.819e-04;7.190e-01;6.489e-04;1.051e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
60;6.743e-02;1.051e+00;7.553e-01;6.114e-04;7.186e-01;5.817e-04;1.051e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
61;6.868e-02;1.051e+00;7.550e-01;5.435e-04;7.183e-01;5.171e-04;1.051e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
62;6.993e-02;1.051e+00;7.547e-01;4.727e-04;7.181e-01;4.498e-04;1.051e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
63;7.117e-02;1.051e+00;7.544e-01;3.975e-04;7.178e-01;3.783e-04;1.051e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
64;7.367e-02;1.051e+00;7.539e-01;2.417e-04;7.173e-01;2.300e-04;1.051e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
65;7.616e-02;1.051e+00;7.534e-01;8.087e-05;7.169e-01;7.695e-05;1.051e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
66;7.865e-02;1.051e+00;7.530e-01;-8.215e-05;7.165e-01;-7.818e-05;1.051e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
67;8.219e-02;1.051e+00;7.524e-01;-3.061e-04;7.161e-01;-2.913e-04;1.051e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
68;8.572e-02;1.051e+00;7.520e-01;-5.134e-04;7.157e-01;-4.886e-04;1.051e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
69;8.926e-02;1.051e+00;7.516e-01;-6.950e-04;7.153e-01;-6.615e-04;1.051e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
70;9.280e-02;1.051e+00;7.513e-01;-8.472e-04;7.150e-01;-8.064e-04;1.051e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
71;9.633e-02;1.051e+00;7.510e-01;-9.681e-04;7.148e-01;-9.214e-04;1.051e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
72;9.987e-02;1.051e+00;7.508e-01;-1.055e-03;7.146e-01;-1.004e-03;1.051e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
73;1.034e-01;1.051e+00;7.506e-01;-1.114e-03;7.145e-01;-1.060e-03;1.051e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
74;1.069e-01;1.051e+00;7.505e-01;-1.145e-03;7.143e-01;-1.090e-03;1.051e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
75;1.105e-01;1.051e+00;7.504e-01;-1.154e-03;7.142e-01;-1.098e-03;1.051e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
76;1.140e-01;1.051e+00;7.503e-01;-1.144e-03;7.142e-01;-1.089e-03;1.051e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
77;1.175e-01;1.051e+00;7.502e-01;-1.121e-03;7.141e-01;-1.067e-03;1.051e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
78;1.211e-01;1.051e+00;7.502e-01;-1.088e-03;7.140e-01;-1.036e-03;1.051e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
79;1.282e-01;1.051e+00;7.501e-01;-1.019e-03;7.139e-01;-9.694e-04;1.051e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
80;1.352e-01;1.051e+00;7.501e-01;-9.548e-04;7.139e-01;-9.087e-04;1.051e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
81;1.416e-01;1.051e+00;7.500e-01;-9.140e-04;7.138e-01;-8.699e-04;1.051e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
82;1.480e-01;1.051e+00;7.500e-01;-8.914e-04;7.138e-01;-8.484e-04;1.051e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
83;1.543e-01;1.051e+00;7.500e-01;-8.889e-04;7.138e-01;-8.459e-04;1.051e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
84;1.607e-01;1.051e+00;7.500e-01;-8.993e-04;7.138e-01;-8.558e-04;1.051e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
85;1.671e-01;1.051e+00;7.499e-01;-9.179e-04;7.137e-01;-8.736e-04;1.051e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
86;1.734e-01;1.051e+00;7.499e-01;-9.372e-04;7.137e-01;-8.920e-04;1.051e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
87;1.834e-01;1.051e+00;7.499e-01;-9.599e-04;7.137e-01;-9.135e-04;1.051e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
88;1.924e-01;1.051e+00;7.499e-01;-9.716e-04;7.137e-01;-9.247e-04;1.051e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
89;2.014e-01;1.051e+00;7.499e-01;-9.731e-04;7.137e-01;-9.262e-04;1.051e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
90;2.104e-01;1.051e+00;7.499e-01;-9.666e-04;7.137e-01;-9.200e-04;1.051e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
91;2.194e-01;1.051e+00;7.499e-01;-9.602e-04;7.137e-01;-9.138e-04;1.051e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
92;2.284e-01;1.051e+00;7.499e-01;-9.538e-04;7.137e-01;-9.078e-04;1.051e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
93;2.384e-01;1.051e+00;7.499e-01;-9.486e-04;7.137e-01;-9.028e-04;1.051e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
94;2.484e-01;1.051e+00;7.499e-01;-9.448e-04;7.137e-01;-8.992e-04;1.051e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
95;2.584e-01;1.051e+00;7.499e-01;-9.437e-04;7.137e-01;-8.982e-04;1.051e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
96;2.684e-01;1.051e+00;7.499e-01;-9.426e-04;7.137e-01;-8.972e-04;1.051e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
97;2.784e-01;1.051e+00;7.499e-01;-9.418e-04;7.137e-01;-8.964e-04;1.051e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
98;2.884e-01;1.051e+00;7.499e-01;-9.408e-04;7.137e-01;-8.954e-04;1.051e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
99;2.984e-01;1.051e+00;7.499e-01;-9.390e-04;7.137e-01;-8.937e-04;1.051e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
100;3.084e-01;1.051e+00;7.499e-01;-9.359e-04;7.137e-01;-8.907e-04;1.051e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
101;3.184e-01;1.051e+00;7.499e-01;-9.334e-04;7.137e-01;-8.883e-04;1.051e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
102;3.284e-01;1.051e+00;7.499e-01;-9.307e-04;7.137e-01;-8.858e-04;1.051e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
103;3.384e-01;1.051e+00;7.499e-01;-9.286e-04;7.137e-01;-8.838e-04;1.051e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
104;3.484e-01;1.051e+00;7.499e-01;-9.255e-04;7.137e-01;-8.808e-04;1.051e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
105;3.584e-01;1.051e+00;7.499e-01;-9.223e-04;7.137e-01;-8.778e-04;1.051e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
106;3.684e-01;1.051e+00;7.499e-01;-9.203e-04;7.137e-01;-8.759e-04;1.051e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
107;3.784e-01;1.051e+00;7.499e-01;-9.182e-04;7.137e-01;-8.739e-04;1.051e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
108;3.884e-01;1.051e+00;7.499e-01;-9.151e-04;7.137e-01;-8.709e-04;1.051e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
109;3.984e-01;1.051e+00;7.499e-01;-9.119e-04;7.137e-01;-8.678e-04;1.051e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
110;4.084e-01;1.051e+00;7.499e-01;-9.096e-04;7.137e-01;-8.657e-04;1.051e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
111;4.184e-01;1.051e+00;7.499e-01;-9.067e-04;7.137e-01;-8.629e-04;1.051e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
112;4.284e-01;1.051e+00;7.499e-01;-9.035e-04;7.137e-01;-8.599e-04;1.051e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
113;4.384e-01;1.051e+00;7.499e-01;-9.005e-04;7.137e-01;-8.571e-04;1.051e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
114;4.484e-01;1.051e+00;7.499e-01;-8.974e-04;7.137e-01;-8.540e-04;1.051e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
115;4.584e-01;1.051e+00;7.499e-01;-8.937e-04;7.137e-01;-8.506e-04;1.051e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
116;4.684e-01;1.051e+00;7.499e-01;-8.907e-04;7.137e-01;-8.477e-04;1.051e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
117;4.784e-01;1.051e+00;7.499e-01;-8.876e-04;7.137e-01;-8.447e-04;1.051e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
118;4.884e-01;1.051e+00;7.499e-01;-8.846e-04;7.137e-01;-8.419e-04;1.051e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
119;4.984e-01;1.051e+00;7.499e-01;-8.814e-04;7.137e-01;-8.388e-04;1.051e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
120;5.084e-01;1.051e+00;7.499e-01;-8.773e-04;7.137e-01;-8.349e-04;1.051e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
121;5.184e-01;1.051e+00;7.499e-01;-8.751e-04;7.137e-01;-8.328e-04;1.051e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
122;5.284e-01;1.051e+00;7.499e-01;-8.721e-04;7.137e-01;-8.300e-04;1.051e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
123;5.384e-01;1.051e+00;7.499e-01;-8.678e-04;7.137e-01;-8.259e-04;1.051e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
124;5.484e-01;1.051e+00;7.499e-01;-8.648e-04;7.137e-01;-8.231e-04;1.051e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
125;5.584e-01;1.051e+00;7.499e-01;-8.605e-04;7.137e-01;-8.190e-04;1.051e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
126;5.684e-01;1.051e+00;7.499e-01;-8.575e-04;7.136e-01;-8.161e-04;1.051e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
127;5.784e-01;1.051e+00;7.499e-01;-8.539e-04;7.136e-01;-8.127e-04;1.051e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
128;5.884e-01;1.051e+00;7.499e-01;-8.509e-04;7.136e-01;-8.098e-04;1.051e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
129;5.984e-01;1.051e+00;7.499e-01;-8.466e-04;7.136e-01;-8.057e-04;1.051e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
130;6.084e-01;1.051e+00;7.499e-01;-8.436e-04;7.136e-01;-8.029e-04;1.051e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
131;6.184e-01;1.051e+00;7.499e-01;-8.395e-04;7.136e-01;-7.990e-04;1.051e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
132;6.284e-01;1.051e+00;7.499e-01;-8.352e-04;7.136e-01;-7.949e-04;1.051e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
133;6.384e-01;1.051e+00;7.499e-01;-8.329e-04;7.136e-01;-7.927e-04;1.051e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
134;6.484e-01;1.051e+00;7.499e-01;-8.288e-04;7.136e-01;-7.888e-04;1.051e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
135;6.584e-01;1.051e+00;7.499e-01;-8.245e-04;7.136e-01;-7.847e-04;1.051e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
136;6.684e-01;1.051e+00;7.499e-01;-8.201e-04;7.136e-01;-7.805e-04;1.051e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
137;6.784e-01;1.051e+00;7.499e-01;-8.171e-04;7.136e-01;-7.776e-04;1.051e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
138;6.884e-01;1.051e+00;7.499e-01;-8.128e-04;7.136e-01;-7.735e-04;1.051e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
139;6.984e-01;1.051e+00;7.499e-01;-8.087e-04;7.136e-01;-7.696e-04;1.051e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
140;7.084e-01;1.051e+00;7.499e-01;-8.052e-04;7.136e-01;-7.663e-04;1.051e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
141;7.184e-01;1.051e+00;7.499e-01;-8.009e-04;7.136e-01;-7.622e-04;1.051e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
142;7.284e-01;1.051e+00;7.499e-01;-7.968e-04;7.136e-01;-7.583e-04;1.051e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
143;7.384e-01;1.051e+00;7.499e-01;-7.927e-04;7.136e-01;-7.544e-04;1.051e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
144;7.484e-01;1.051e+00;7.499e-01;-7.886e-04;7.136e-01;-7.505e-04;1.051e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
145;7.584e-01;1.051e+00;7.499e-01;-7.845e-04;7.136e-01;-7.466e-04;1.051e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
146;7.684e-01;1.051e+00;7.499e-01;-7.809e-04;7.136e-01;-7.431e-04;1.051e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
147;7.784e-01;1.051e+00;7.499e-01;-7.768e-04;7.136e-01;-7.392e-04;1.051e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
148;7.884e-01;1.051e+00;7.499e-01;-7.726e-04;7.136e-01;-7.353e-04;1.051e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
149;7.984e-01;1.051e+00;7.499e-01;-7.685e-04;7.136e-01;-7.314e-04;1.051e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
150;8.084e-01;1.051e+00;7.499e-01;-7.644e-04;7.136e-01;-7.275e-04;1.051e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
151;8.184e-01;1.051e+00;7.499e-01;-7.601e-04;7.136e-01;-7.234e-04;1.051e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
152;8.284e-01;1.051e+00;7.499e-01;-7.560e-04;7.136e-01;-7.195e-04;1.051e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
153;8.384e-01;1.051e+00;7.499e-01;-7.526e-04;7.136e-01;-7.162e-04;1.051e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
154;8.484e-01;1.051e+00;7.499e-01;-7.473e-04;7.136e-01;-7.112e-04;1.051e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
155;8.584e-01;1.051e+00;7.499e-01;-7.429e-04;7.136e-01;-7.070e-04;1.051e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
156;8.684e-01;1.051e+00;7.499e-01;-7.388e-04;7.136e-01;-7.031e-04;1.051e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
157;8.784e-01;1.051e+00;7.499e-01;-7.347e-04;7.136e-01;-6.992e-04;1.051e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
158;8.884e-01;1.051e+00;7.499e-01;-7.294e-04;7.136e-01;-6.942e-04;1.051e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
159;8.984e-01;1.051e+00;7.499e-01;-7.258e-04;7.136e-01;-6.907e-04;1.051e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
160;9.084e-01;1.051e+00;7.499e-01;-7.217e-04;7.136e-01;-6.868e-04;1.051e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
161;9.184e-01;1.051e+00;7.499e-01;-7.165e-04;7.136e-01;-6.818e-04;1.051e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
162;9.284e-01;1.051e+00;7.499e-01;-7.124e-04;7.136e-01;-6.779e-04;1.051e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
163;9.384e-01;1.051e+00;7.499e-01;-7.082e-04;7.136e-01;-6.740e-04;1.051e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
164;9.484e-01;1.051e+00;7.499e-01;-7.030e-04;7.136e-01;-6.690e-04;1.051e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
165;9.584e-01;1.051e+00;7.499e-01;-6.996e-04;7.136e-01;-6.657e-04;1.051e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
166;9.684e-01;1.051e+00;7.499e-01;-6.943e-04;7.136e-01;-6.608e-04;1.051e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
167;9.784e-01;1.051e+00;7.499e-01;-6.902e-04;7.136e-01;-6.568e-04;1.051e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
